"Date","Historical Avg (2015-2019)","Cumulative COVID Deaths","Daily COVID Deaths","14 Day Avg COVID Deaths","Registered Deaths","14 Day Avg Registered Deaths","Excess Deaths"
2020-10-27,174.628571428571,3604,8,11.8571428571429,199,211.714285714286,37.0857142857143
2020-10-28,174.685714285714,3613,9,11.7142857142857,173,207.714285714286,33.0285714285714
2020-10-29,174.971428571429,3623,10,10.9285714285714,205,205.5,30.5285714285714
2020-10-30,177,3636,13,10.5714285714286,197,201.785714285714,24.7857142857143
2020-10-31,178.1,3648,12,10.5,170,198.5,20.4
2020-11-01,178.914285714286,3659,11,10.1428571428571,209,199.5,20.5857142857143
2020-11-02,180,3666,7,9.28571428571429,207,199.357142857143,19.3571428571429
2020-11-03,181.257142857143,3674,8,9.35714285714286,246,202.285714285714,21.0285714285714
2020-11-04,183.185714285714,3679,5,9,216,203.5,20.3142857142857
2020-11-05,184.328571428571,3690,11,8.85714285714286,226,204.714285714286,20.3857142857143
2020-11-06,184.271428571429,3703,13,9,208,204.714285714286,20.4428571428572
2020-11-07,185.328571428571,3708,5,9.14285714285714,191,204.785714285714,19.4571428571429
2020-11-08,185.4,3713,5,8.85714285714286,195,203.357142857143,17.9571428571429
2020-11-09,185.342857142857,3723,10,9.07142857142857,210,203.714285714286,18.3714285714286
2020-11-10,186.628571428571,3731,8,9.07142857142857,180,202.357142857143,15.7285714285714
2020-11-11,188.085714285714,3744,13,9.35714285714286,198,204.142857142857,16.0571428571428
2020-11-12,188.728571428571,3750,6,9.07142857142857,203,204,15.2714285714286
2020-11-13,188.371428571429,3755,5,8.5,182,202.928571428571,14.5571428571428
2020-11-14,189.185714285714,3759,4,7.92857142857143,209,205.714285714286,16.5285714285714
2020-11-15,190.628571428571,3762,3,7.35714285714286,206,205.5,14.8714285714286
2020-11-16,192.142857142857,3769,7,7.35714285714286,192,204.428571428571,12.2857142857143
2020-11-17,192.257142857143,3780,11,7.57142857142857,194,200.714285714286,8.45714285714286
2020-11-18,191.4,3785,5,7.57142857142857,182,198.285714285714,6.88571428571427
2020-11-19,190.928571428571,3789,4,7.07142857142857,180,195,4.07142857142858
2020-11-20,190.842857142857,3799,10,6.85714285714286,214,195.428571428571,4.58571428571426
2020-11-21,191.142857142857,3805,6,6.92857142857143,214,197.071428571429,5.92857142857144
2020-11-22,191.3,3813,8,7.14285714285714,193,196.928571428571,5.62857142857141
2020-11-23,191.128571428571,3819,6,6.85714285714286,214,197.214285714286,6.08571428571429
2020-11-24,190.385714285714,3826,7,6.78571428571429,191,198,7.61428571428573
2020-11-25,189.142857142857,3830,4,6.14285714285714,219,199.5,10.3571428571429
2020-11-26,189.242857142857,3834,4,6,206,199.714285714286,10.4714285714286
2020-11-27,188.414285714286,3835,1,5.71428571428571,206,201.428571428571,13.0142857142857
2020-11-28,187.414285714286,3840,5,5.78571428571429,199,200.714285714286,13.3
2020-11-29,186.442857142857,3844,4,5.85714285714286,202,200.428571428571,13.9857142857143
2020-11-30,184.985714285714,3847,3,5.57142857142857,232,203.285714285714,18.3
2020-12-01,183.771428571429,3851,4,5.07142857142857,194,203.285714285714,19.5142857142857
2020-12-02,183.585714285714,3854,3,4.92857142857143,202,204.714285714286,21.1285714285714
2020-12-03,183.385714285714,3860,6,5.07142857142857,205,206.5,23.1142857142857
2020-12-04,183.557142857143,3864,4,4.64285714285714,205,205.857142857143,22.3
2020-12-05,182.728571428571,3868,4,4.5,206,205.285714285714,22.5571428571428
2020-12-06,182.057142857143,3872,4,4.21428571428571,229,207.857142857143,25.8
2020-12-07,181.242857142857,3879,7,4.28571428571429,234,209.285714285714,28.0428571428571
2020-12-08,180.728571428571,3882,3,4,213,210.857142857143,30.1285714285714
2020-12-09,180.571428571429,3890,8,4.28571428571429,227,211.428571428571,30.8571428571429
2020-12-10,180.014285714286,3895,5,4.35714285714286,207,211.5,31.4857142857143
2020-12-11,181.214285714286,3901,6,4.71428571428571,222,212.642857142857,31.4285714285714
2020-12-12,182.571428571429,3907,6,4.78571428571429,224,214.428571428571,31.8571428571429
2020-12-13,182.242857142857,3914,7,5,214,215.285714285714,33.0428571428571
2020-12-14,182.585714285714,3921,7,5.28571428571429,239,215.785714285714,33.2
2020-12-15,183.614285714286,3926,5,5.35714285714286,214,217.214285714286,33.6
2020-12-16,183.071428571429,3928,2,5.28571428571429,209,217.714285714286,34.6428571428571
2020-12-17,183.771428571429,3932,4,5.14285714285714,244,220.5,36.7285714285714
2020-12-18,183.728571428571,3935,3,5.07142857142857,249,223.642857142857,39.9142857142857
2020-12-19,184.457142857143,3944,9,5.42857142857143,211,224,39.5428571428571
2020-12-20,184.985714285714,3951,7,5.64285714285714,219,223.285714285714,38.3
2020-12-21,186.142857142857,3957,6,5.57142857142857,211,221.642857142857,35.5
2020-12-22,185.9,3965,8,5.92857142857143,221,222.214285714286,36.3142857142857
2020-12-23,185.928571428571,3970,5,5.71428571428571,212,221.142857142857,35.2142857142857
2020-12-24,185.985714285714,3976,6,5.78571428571429,233,223,37.0142857142857
2020-12-25,185.685714285714,3981,5,5.71428571428571,225,223.214285714286,37.5285714285714
2020-12-26,184.5,3985,4,5.57142857142857,211,222.285714285714,37.7857142857143
2020-12-27,184.785714285714,3990,5,5.42857142857143,224,223,38.2142857142857
2020-12-28,185.1,3993,3,5.14285714285714,216,221.357142857143,36.2571428571429
2020-12-29,185.257142857143,3994,1,4.85714285714286,200,220.357142857143,35.1
2020-12-30,185.357142857143,4001,7,5.21428571428571,217,220.928571428571,35.5714285714286
2020-12-31,185.414285714286,4005,4,5.21428571428571,200,217.785714285714,32.3714285714286
2021-01-01,189,4011,6,5.42857142857143,191,213.642857142857,24.6428571428571
2021-01-02,189,4015,4,5.07142857142857,210,213.571428571429,24.5714285714286
2021-01-03,191.333333333333,4020,5,4.92857142857143,197,212,20.6666666666667
2021-01-04,189.3,4022,2,4.64285714285714,192,210.642857142857,21.3428571428571
2021-01-05,188.08,4027,5,4.42857142857143,204,209.428571428571,21.3485714285714
2021-01-06,186.533333333333,4032,5,4.42857142857143,216,209.714285714286,23.1809523809524
2021-01-07,188.6,4035,3,4.21428571428571,191,206.714285714286,18.1142857142857
2021-01-08,186.875,4039,4,4.14285714285714,213,205.857142857143,18.9821428571429
2021-01-09,186.333333333333,4041,2,4,199,205,18.6666666666667
2021-01-10,185.16,4042,1,3.71428571428571,207,203.785714285714,18.6257142857143
2021-01-11,185.490909090909,4045,3,3.71428571428571,204,202.928571428571,17.4376623376623
2021-01-12,185.55,4050,5,4,186,201.928571428571,16.3785714285714
2021-01-13,185.446153846154,4051,1,3.57142857142857,194,200.285714285714,14.8395604395604
2021-01-14,185.5,4054,3,3.5,176,198.571428571429,13.0714285714286
2021-01-15,185.128571428571,4056,2,3.21428571428571,221,200.714285714286,15.5857142857143
2021-01-16,185.128571428571,4059,3,3.14285714285714,195,199.642857142857,14.5142857142857
2021-01-17,183.714285714286,4062,3,3,200,199.857142857143,16.1428571428571
2021-01-18,184.814285714286,4066,4,3.14285714285714,216,201.571428571429,16.7571428571429
2021-01-19,185.442857142857,4069,3,3,202,201.428571428571,15.9857142857143
2021-01-20,185.457142857143,4073,4,2.92857142857143,186,199.285714285714,13.8285714285714
2021-01-21,184.271428571429,4077,4,3,216,201.071428571429,16.8
2021-01-22,185.9,4081,4,3,205,200.5,14.6
2021-01-23,186.071428571429,4082,1,2.92857142857143,217,201.785714285714,15.7142857142857
2021-01-24,187.042857142857,4082,0,2.85714285714286,181,199.928571428571,12.8857142857143
2021-01-25,187.5,4083,1,2.71428571428571,207,200.142857142857,12.6428571428571
2021-01-26,188.271428571429,4085,2,2.5,201,201.214285714286,12.9428571428572
2021-01-27,187.742857142857,4089,4,2.71428571428571,175,199.857142857143,12.1142857142857
2021-01-28,187.428571428571,4093,4,2.78571428571429,209,202.214285714286,14.7857142857143
2021-01-29,187.028571428571,4094,1,2.71428571428571,189,199.928571428571,12.9
2021-01-30,186.385714285714,4095,1,2.57142857142857,188,199.428571428571,13.0428571428571
2021-01-31,186.185714285714,4099,4,2.64285714285714,184,198.285714285714,12.1
2021-02-01,185.185714285714,4106,7,2.85714285714286,196,196.857142857143,11.6714285714286
2021-02-02,184.128571428571,4107,1,2.71428571428571,184,195.571428571429,11.4428571428572
2021-02-03,184.171428571429,4108,1,2.5,190,195.857142857143,11.6857142857143
2021-02-04,183.471428571429,4108,0,2.21428571428571,190,194,10.5285714285714
2021-02-05,182.728571428571,4110,2,2.07142857142857,168,191.357142857143,8.62857142857143
2021-02-06,182.057142857143,4111,1,2.07142857142857,206,190.571428571429,8.51428571428573
2021-02-07,181.757142857143,4111,0,2.07142857142857,184,190.785714285714,9.02857142857141
2021-02-08,180.557142857143,4113,2,2.14285714285714,199,190.214285714286,9.65714285714287
2021-02-09,178.957142857143,4115,2,2.14285714285714,186,189.142857142857,10.1857142857143
2021-02-10,178.885714285714,4115,0,1.85714285714286,187,190,11.1142857142857
2021-02-11,178.242857142857,4117,2,1.71428571428571,166,186.928571428571,8.68571428571428
2021-02-12,178.228571428571,4118,1,1.71428571428571,206,188.142857142857,9.91428571428571
2021-02-13,177.885714285714,4119,1,1.71428571428571,197,188.785714285714,10.9
2021-02-14,177.714285714286,4120,1,1.5,173,188,10.2857142857143
2021-02-15,176.985714285714,4122,2,1.14285714285714,183,187.071428571429,10.0857142857143
2021-02-16,177.4,4124,2,1.21428571428571,197,188,10.6
2021-02-17,176.714285714286,4124,0,1.14285714285714,200,188.714285714286,12
2021-02-18,177.657142857143,4128,4,1.42857142857143,197,189.214285714286,11.5571428571429
2021-02-19,176.614285714286,4131,3,1.5,223,193.142857142857,16.5285714285714
2021-02-20,177.157142857143,4134,3,1.64285714285714,163,190.071428571429,12.9142857142857
2021-02-21,175.8,4135,1,1.71428571428571,159,188.285714285714,12.4857142857143
2021-02-22,175.857142857143,4139,4,1.85714285714286,180,186.928571428571,11.0714285714286
2021-02-23,175.842857142857,4139,0,1.71428571428571,199,187.857142857143,12.0142857142857
2021-02-24,175.571428571429,4142,3,1.92857142857143,192,188.214285714286,12.6428571428571
2021-02-25,175.657142857143,4145,3,2,170,188.5,12.8428571428572
2021-02-26,175.028571428571,4147,2,2.07142857142857,160,185.214285714286,10.1857142857143
2021-02-27,174.414285714286,4149,2,2.14285714285714,189,184.642857142857,10.2285714285714
2021-02-28,174.857142857143,4150,1,2.14285714285714,177,184.928571428571,10.0714285714286
2021-03-01,174.8,4152,2,2.14285714285714,183,184.928571428571,10.1285714285714
2021-03-02,173.257142857143,4153,1,2.07142857142857,187,184.214285714286,10.9571428571429
2021-03-03,172.914285714286,4154,1,2.14285714285714,205,184.571428571429,11.6571428571429
2021-03-04,171.514285714286,4157,3,2.07142857142857,181,183.428571428571,11.9142857142857
2021-03-05,171.414285714286,4158,1,1.92857142857143,178,180.214285714286,8.80000000000001
2021-03-06,171.1,4160,2,1.85714285714286,175,181.071428571429,9.97142857142859
2021-03-07,171.071428571429,4161,1,1.85714285714286,187,183.071428571429,12
2021-03-08,170.071428571429,4163,2,1.71428571428571,189,183.714285714286,13.6428571428572
2021-03-09,169,4166,3,1.92857142857143,184,182.642857142857,13.6428571428571
2021-03-10,168.585714285714,4168,2,1.85714285714286,181,181.857142857143,13.2714285714286
2021-03-11,168.314285714286,4171,3,1.85714285714286,187,183.071428571429,14.7571428571429
2021-03-12,168.3,4173,2,1.85714285714286,166,183.5,15.2
2021-03-13,168.385714285714,4174,1,1.78571428571429,180,182.857142857143,14.4714285714286
2021-03-14,167.471428571429,4175,1,1.78571428571429,167,182.142857142857,14.6714285714286
2021-03-15,166.757142857143,4176,1,1.71428571428571,180,181.928571428571,15.1714285714285
2021-03-16,166.471428571429,4179,3,1.85714285714286,187,181.928571428571,15.4571428571429
2021-03-17,166.685714285714,4184,5,2.14285714285714,176,179.857142857143,13.1714285714286
2021-03-18,166.671428571429,4187,3,2.14285714285714,173,179.285714285714,12.6142857142857
2021-03-19,165.4,4191,4,2.35714285714286,171,178.785714285714,13.3857142857143
2021-03-20,163.885714285714,4193,2,2.35714285714286,165,178.071428571429,14.1857142857143
2021-03-21,163.671428571429,4194,1,2.35714285714286,185,177.928571428571,14.2571428571428
2021-03-22,162.771428571429,4199,5,2.57142857142857,196,178.428571428571,15.6571428571428
2021-03-23,163,4203,4,2.64285714285714,172,177.571428571429,14.5714285714286
2021-03-24,162.114285714286,4208,5,2.85714285714286,174,177.071428571429,14.9571428571429
2021-03-25,161.5,4215,7,3.14285714285714,164,175.428571428571,13.9285714285714
2021-03-26,160.157142857143,4219,4,3.28571428571429,202,178,17.8428571428572
2021-03-27,158.828571428571,4223,4,3.5,191,178.785714285714,19.9571428571429
2021-03-28,158.128571428571,4227,4,3.71428571428571,172,179.142857142857,21.0142857142857
2021-03-29,157.814285714286,4229,2,3.78571428571429,197,180.357142857143,22.5428571428571
2021-03-30,157.842857142857,4233,4,3.85714285714286,188,180.428571428571,22.5857142857143
2021-03-31,156.785714285714,4240,7,4,212,183,26.2142857142857
2021-04-01,155.985714285714,4246,6,4.21428571428571,196,184.642857142857,28.6571428571428
2021-04-02,156.142857142857,4253,7,4.42857142857143,198,186.571428571429,30.4285714285714
2021-04-03,156.071428571429,4261,8,4.85714285714286,200,189.071428571429,33
2021-04-04,155.314285714286,4265,4,5.07142857142857,212,191,35.6857142857143
2021-04-05,156.214285714286,4272,7,5.21428571428571,164,188.714285714286,32.5
2021-04-06,155.785714285714,4277,5,5.28571428571429,191,190.071428571429,34.2857142857143
2021-04-07,156.014285714286,4283,6,5.35714285714286,177,190.285714285714,34.2714285714286
2021-04-08,154.914285714286,4289,6,5.28571428571429,195,192.5,37.5857142857143
2021-04-09,155.142857142857,4299,10,5.71428571428571,227,194.285714285714,39.1428571428571
2021-04-10,155.242857142857,4309,10,6.14285714285714,199,194.857142857143,39.6142857142857
2021-04-11,155.128571428571,4321,12,6.71428571428571,198,196.714285714286,41.5857142857143
2021-04-12,154.485714285714,4329,8,7.14285714285714,217,198.142857142857,43.6571428571428
2021-04-13,154.171428571429,4334,5,7.21428571428571,213,199.928571428571,45.7571428571428
2021-04-14,153.585714285714,4341,7,7.21428571428571,224,200.785714285714,47.2
2021-04-15,153.928571428571,4350,9,7.42857142857143,199,201,47.0714285714286
2021-04-16,153.514285714286,4361,11,7.71428571428571,241,204.071428571429,50.5571428571429
2021-04-17,154.457142857143,4383,22,8.71428571428571,229,206.142857142857,51.6857142857143
2021-04-18,155.2,4397,14,9.42857142857143,245,208.5,53.3
2021-04-19,154.328571428571,4412,15,10,254,214.928571428571,60.6
2021-04-20,153.914285714286,4429,17,10.8571428571429,257,219.642857142857,65.7285714285714
2021-04-21,154.157142857143,4447,18,11.7142857142857,263,225.785714285714,71.6285714285714
2021-04-22,155.2,4471,24,13,290,232.571428571429,77.3714285714286
2021-04-23,156.1,4509,38,15,287,236.857142857143,80.7571428571429
2021-04-24,156.7,4535,26,16.1428571428571,314,245.071428571429,88.3714285714286
2021-04-25,157.457142857143,4564,29,17.3571428571429,319,253.714285714286,96.2571428571429
2021-04-26,158.014285714286,4599,35,19.2857142857143,343,262.714285714286,104.7
2021-04-27,158.771428571429,4626,27,20.8571428571429,318,270.214285714286,111.442857142857
2021-04-28,159.771428571429,4658,32,22.6428571428571,286,274.642857142857,114.871428571429
2021-04-29,159.257142857143,4698,40,24.8571428571429,280,280.428571428571,121.171428571429
2021-04-30,159.657142857143,4741,43,27.1428571428571,230,279.642857142857,119.985714285714
